cod;nome;período;valor
1076;BRA;2000;57.7
1076;BRA;2001;60.48
1076;BRA;2002;63.4
1076;BRA;2003;64.49
1076;BRA;2004;60.29
1076;BRA;2005;59.44
1076;BRA;2006;61.36
1076;BRA;2007;60.77
1076;BRA;2008;63.96
1076;BRA;2009;64.93
1076;BRA;2010;66.97
1076;BRA;2011;66.3
1076;BRA;2012;69.16
1076;BRA;2013;68.67
1076;BRA;2014;73.25
1076;BRA;2015;71.38
1076;BRA;2016;76.19
1076;BRA;2017;82.03
1076;BRA;2018;71.72
1076;BRA;2019;56.19
1076;BRA;2020;60.65
1076;BRA;2021;58.01
