cod;nome;período;valor
1076;BRA;2000;19.93
1076;BRA;2001;20.31
1076;BRA;2002;20.26
1076;BRA;2003;20.66
1076;BRA;2004;18.43
1076;BRA;2005;17.16
1076;BRA;2006;17.12
1076;BRA;2007;15.45
1076;BRA;2008;15.9
1076;BRA;2009;16.06
1076;BRA;2010;15.11
1076;BRA;2011;14.82
1076;BRA;2012;15.76
1076;BRA;2013;15.45
1076;BRA;2014;15.96
1076;BRA;2015;15.29
1076;BRA;2016;16.01
1076;BRA;2017;15.97
1076;BRA;2018;13.86
1076;BRA;2019;11.16
1076;BRA;2020;11.54
1076;BRA;2021;10.81
