cod;nome;período;valor
1076;BRA;2000;37.54
1076;BRA;2001;38.6
1076;BRA;2002;38.45
1076;BRA;2003;39.31
1076;BRA;2004;34.89
1076;BRA;2005;32.28
1076;BRA;2006;32.26
1076;BRA;2007;29.13
1076;BRA;2008;29.93
1076;BRA;2009;30.17
1076;BRA;2010;28.32
1076;BRA;2011;27.95
1076;BRA;2012;29.75
1076;BRA;2013;28.99
1076;BRA;2014;30.19
1076;BRA;2015;28.81
1076;BRA;2016;30.36
1076;BRA;2017;30.13
1076;BRA;2018;26.17
1076;BRA;2019;20.85
1076;BRA;2020;21.31
1076;BRA;2021;19.89
